Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeName,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked
36,No,Non-Travel,Sales,28,1,Life Sciences,Sean Scott,451,Male,2,Research Scientist,Divorced,48980,4.0
31,Yes,Non-Travel,Research & Development,28,4,Medical,Jessica Mendoza,452,Male,2,Research Scientist,Single,25930,0.0
33,No,Non-Travel,Sales,15,3,Other,Jeffrey Quinn,453,Male,4,Research Director,Single,194360,1.0
29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,Kristen Vance,454,Male,1,Sales Executive,Single,27230,6.0
33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Wendy Mullins,455,Male,2,Laboratory Technician,Single,34790,3.0
45,No,Travel_Rarely,Research & Development,26,1,Medical,Kimberly Johnson,456,Female,3,Healthcare Representative,Divorced,27940,3.0
50,No,Travel_Rarely,Sales,10,1,Life Sciences,John Johnson,457,Female,1,Manufacturing Director,Divorced,52490,9.0
33,No,Travel_Frequently,Sales,1,3,Marketing,Justin Dean,458,Male,2,Human Resources,Married,21760,1.0
41,No,Travel_Frequently,Sales,11,3,Other,Anthony Ford,459,Male,1,Laboratory Technician,Divorced,168720,2.0
27,No,Travel_Rarely,Research & Development,20,4,Other,Deanna Rogers,460,Male,2,Manufacturing Director,Married,34850,9.0
45,No,Non-Travel,Sales,2,3,Medical,Jacob Mills,461,Female,1,Sales Executive,Married,66440,1.0
47,No,Travel_Rarely,Sales,18,4,Medical,Angela Wagner,462,Female,2,Research Scientist,Single,55820,1.0
30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,Charles Proctor,463,Male,2,Healthcare Representative,Married,40000,4.0
50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Chad Washington,464,Female,2,Sales Executive,Married,134960,3.0
38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,Randall Cobb,465,Male,1,Manufacturing Director,Married,32100,0.0
46,No,Travel_Rarely,Research & Development,28,3,Medical,Brandon Watson,466,Female,3,Human Resources,Divorced,190450,6.0
24,No,Travel_Rarely,Sales,28,3,Life Sciences,William Santana,467,Female,1,Healthcare Representative,Divorced,118490,1.0
35,Yes,Travel_Rarely,Sales,24,3,Medical,James Vincent,468,Male,3,Healthcare Representative,Divorced,20700,1.0
31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,Shelby Peters,469,Male,2,Sales Executive,Married,65020,1.0
18,No,Non-Travel,Sales,5,4,Other,Joseph Stewart,470,Male,2,Manager,Single,32300,1.0
54,No,Travel_Rarely,Sales,23,3,Medical,Michelle House,471,Female,1,Laboratory Technician,Married,136030,8.0
35,No,Travel_Rarely,Research & Development,6,4,Medical,Jessica Molina,472,Female,1,Manufacturing Director,Divorced,119960,1.0
30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Susan Gallagher,473,Female,5,Healthcare Representative,Married,56050,0.0
20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,James Stone,474,Female,2,Research Scientist,Single,63970,1.0
30,Yes,Travel_Frequently,Research & Development,8,4,Medical,Andrea Yang,475,Male,1,Sales Executive,Single,191440,0.0
26,No,Travel_Rarely,Sales,1,3,Marketing,Kristen Ross,476,Female,2,Research Scientist,Married,175840,1.0
22,No,Travel_Rarely,Research & Development,8,3,Other,Anthony Garcia,477,Male,2,Sales Representative,Married,49070,
48,No,Travel_Rarely,Human Resources,2,4,Medical,Paul Mitchell,478,Male,2,Sales Executive,Single,45540,2.0
48,No,Travel_Rarely,Sales,3,3,Medical,Robert Brown DVM,479,Male,1,Research Director,Single,54150,7.0
41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Diana Cuevas,480,Male,2,Research Scientist,Single,47410,6.0
39,No,Travel_Rarely,Sales,2,3,Life Sciences,Andrew Martinez,481,Male,3,Human Resources,Married,21150,1.0
27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Stephen Norman,482,Male,2,Human Resources,Married,31610,0.0
35,No,Travel_Rarely,Sales,24,3,Medical,Kathleen Brown,483,Male,5,Sales Executive,Divorced,57450,1.0
42,No,Travel_Rarely,Research & Development,23,4,Other,Lindsey Moore,484,Male,1,Research Scientist,Married,23730,6.0
50,No,Travel_Rarely,Sales,27,3,Medical,Garrett Griffin,485,Male,2,Sales Executive,Married,33100,4.0
59,No,Travel_Rarely,Research & Development,16,4,Medical,Gina Hawkins,486,Female,5,Laboratory Technician,Single,186650,3.0
37,Yes,Travel_Rarely,Sales,15,3,Marketing,Elizabeth Baldwin,487,Male,2,Laboratory Technician,Married,44850,5.0
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,Margaret Coffey,488,Female,2,Sales Executive,Married,27890,3.0
41,No,Non-Travel,Research & Development,19,1,Life Sciences,Samuel Kennedy,489,Male,2,Research Scientist,Divorced,58280,1.0
38,No,Travel_Rarely,Research & Development,24,2,Other,Jessica Williams,490,Female,1,Laboratory Technician,Single,23260,8.0
26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,Angelica Silva,491,Female,1,Manufacturing Director,Single,135250,8.0
52,Yes,Travel_Rarely,Research & Development,5,4,Medical,William Stewart,492,Female,4,Human Resources,Married,14200,1.0
44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Benjamin Cohen,493,Female,1,Healthcare Representative,Married,80200,3.0
50,No,Non-Travel,Human Resources,2,2,Life Sciences,Sara Logan,494,Male,1,Laboratory Technician,Married,36880,0.0
36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,Jamie Lopez DVM,495,Male,4,Sales Executive,Single,54820,1.0
39,No,Travel_Frequently,Sales,11,3,Marketing,Sarah Johnson,496,Male,1,Sales Executive,Single,160150,1.0
33,No,Non-Travel,Sales,9,2,Technical Degree,Haley Williams,497,Male,5,Sales Representative,Single,12000,0.0
45,No,Travel_Rarely,Research & Development,7,2,Other,Matthew Flores,498,Male,1,Human Resources,Married,56610,3.0
32,No,Non-Travel,Research & Development,15,3,Medical,Eric Taylor,499,Male,2,Manager,Single,69290,9.0
34,No,Travel_Rarely,Sales,6,4,Marketing,Sherry Stephens,500,Male,2,Research Director,Divorced,96130,0.0
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Julie Jones,501,Male,2,Research Scientist,Married,56740,3.0
45,No,Travel_Rarely,Research & Development,16,1,Medical,Jason Smith,502,Male,2,Sales Executive,Single,54840,1.0
53,No,Travel_Frequently,Sales,8,2,Medical,Brian Thomas,503,Male,2,Research Scientist,Married,120610,2.0
36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Sara Marshall,504,Female,1,Research Scientist,Divorced,56600,7.0
26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,Jacqueline Rogers,505,Male,2,Research Scientist,Married,48210,6.0
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Melanie Gutierrez,506,Male,1,Sales Representative,Married,64100,1.0
28,No,Travel_Rarely,Research & Development,10,3,Other,Steve Weaver,507,Male,2,Sales Representative,Married,52100,1.0
38,No,Travel_Frequently,Sales,9,4,Medical,Joshua Robinson,508,Male,2,Research Scientist,Married,26950,3.0
50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Zachary Washington,509,Male,1,Sales Executive,Married,118780,2.0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,John Sims MD,510,Male,1,Laboratory Technician,Single,170680,3.0
40,No,Travel_Rarely,Human Resources,2,3,Medical,Alexander Wise,511,Male,5,Sales Executive,Married,24550,1.0
26,No,Travel_Frequently,Research & Development,3,3,Medical,Russell Cummings,512,Male,2,Laboratory Technician,Divorced,139640,1.0
46,No,Travel_Rarely,Research & Development,2,1,Medical,Samantha Riley,513,Female,3,Research Scientist,Divorced,49410,9.0
54,No,Travel_Rarely,Research & Development,5,3,Medical,Richard Boyd,514,Female,2,Manufacturing Director,Married,24780,6.0
56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,Timothy Walker,515,Female,2,Manufacturing Director,Married,52280,2.0
36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Donna West,516,Female,2,Human Resources,Single,44780,0.0
55,No,Non-Travel,Research & Development,2,3,Medical,Sandra Erickson DDS,517,Female,2,Manager,Single,75470,7.0
43,No,Travel_Rarely,Sales,25,2,Life Sciences,Leslie Gay,518,Male,3,Research Scientist,Divorced,50550,5.0
20,Yes,Travel_Frequently,Sales,8,3,Marketing,Mitchell Stone,519,Male,3,Sales Executive,Single,34640,1.0
21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Amanda Vega,520,Male,1,Manager,Single,57750,1.0
46,No,Travel_Rarely,Sales,12,3,Marketing,Theodore Cooper,521,Female,3,Healthcare Representative,Divorced,89430,8.0
51,Yes,Travel_Rarely,Sales,23,3,Medical,Hector Peterson,522,Female,2,Research Scientist,Married,192720,9.0
28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,Jennifer Gonzales,523,Female,4,Laboratory Technician,Single,52380,1.0
26,No,Travel_Rarely,Research & Development,5,4,Medical,Benjamin Johnson,524,Female,2,Sales Executive,Married,46820,1.0
30,No,Travel_Rarely,Research & Development,8,3,Medical,Jessica Johnson,525,Female,1,Sales Executive,Married,183000,0.0
41,No,Travel_Rarely,Sales,1,4,Life Sciences,Janet Ward,526,Female,1,Research Director,Married,52570,1.0
38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,Jeffrey Ingram,527,Male,1,Sales Executive,Married,63490,0.0
40,No,Travel_Rarely,Sales,1,4,Marketing,Terry Shaw,528,Male,1,Sales Executive,Married,48690,4.0
27,No,Non-Travel,Sales,11,3,Technical Degree,Neil Solis,529,Female,2,Laboratory Technician,Married,99850,1.0
55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,Matthew Garcia,530,Male,3,Laboratory Technician,Married,36970,3.0
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Suzanne Roberts,531,Male,2,Healthcare Representative,Single,74570,3.0
44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,Sharon Mcdonald,532,Female,2,Sales Executive,Married,21190,9.0
33,No,Travel_Rarely,Sales,23,4,Marketing,Jenna Johnson,533,Female,4,Sales Executive,Divorced,39830,4.0
35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,Andrew Brooks,534,Male,3,Sales Representative,Single,61180,0.0
33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,Cheryl Frederick,535,Female,1,Sales Executive,Single,62140,1.0
28,No,Travel_Rarely,Human Resources,1,1,Human Resources,Joshua Schultz,536,Male,2,Research Scientist,Divorced,63470,1.0
34,No,Travel_Frequently,Sales,29,4,Marketing,Carmen Jenkins,537,Male,1,Research Scientist,Single,115100,0.0
37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Anthony Gilbert,538,Male,4,Sales Executive,Divorced,71430,2.0
25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,Crystal Wilcox,539,Female,2,Research Scientist,Married,82680,1.0
26,Yes,Travel_Rarely,Sales,8,2,Marketing,David Price,540,Male,2,Sales Executive,Divorced,80950,1.0
33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,Nicole Miller,541,Male,4,Manufacturing Director,Single,29040,4.0
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,Brandon Wilson,542,Male,4,Research Scientist,Married,60320,0.0
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,Keith Barber,543,Male,2,Manager,Divorced,29760,1.0
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,Chelsea Miller,544,Male,2,Research Scientist,Single,159920,3.0
33,No,Travel_Frequently,Sales,9,3,Medical,Mary Lee,545,Female,2,Research Scientist,Married,46490,0.0
34,No,Non-Travel,Sales,1,1,Marketing,Amy George,546,Female,2,Research Director,Married,26960,3.0
48,No,Non-Travel,Sales,2,1,Life Sciences,Pamela Edwards,547,Male,2,Sales Executive,Single,23700,2.0
45,No,Non-Travel,Research & Development,1,3,Medical,Jennifer Perkins,548,Female,2,Human Resources,Married,125040,1.0
52,No,Travel_Rarely,Sales,1,3,Life Sciences,Michelle Murphy,549,Male,1,Sales Executive,Single,59740,7.0
38,No,Travel_Rarely,Research & Development,6,2,Medical,Joseph Reyes,550,Male,1,Research Scientist,Divorced,47360,0.0
29,No,Travel_Rarely,Research & Development,8,3,Medical,Andrew Jackson,551,Female,4,Research Scientist,Divorced,52960,4.0
28,No,Travel_Rarely,Human Resources,1,3,Human Resources,Katie Cervantes,552,Female,4,Laboratory Technician,Divorced,67810,0.0
46,No,Travel_Rarely,Research & Development,6,4,Medical,Ms. Christine Christensen,553,Male,3,Sales Executive,Married,21740,3.0
38,No,Travel_Rarely,Research & Development,7,4,Medical,Steven Richardson,554,Male,1,Sales Executive,Single,66530,7.0
43,No,Travel_Frequently,Research & Development,5,3,Medical,Rebecca Kent,555,Female,2,Laboratory Technician,Married,96990,8.0
39,Yes,Travel_Frequently,Sales,1,3,Marketing,Michelle Perkins,556,Male,2,Healthcare Representative,Divorced,67550,7.0
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Robin Delgado,557,Male,1,Healthcare Representative,Single,22130,1.0
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Frederick Jackson,558,Female,1,Research Scientist,Single,26100,1.0
39,No,Non-Travel,Research & Development,6,3,Life Sciences,Stephen Martinez,559,Male,1,Laboratory Technician,Single,28510,9.0
36,No,Non-Travel,Research & Development,1,3,Medical,Timothy Chapman,560,Male,3,Sales Representative,Single,34520,2.0
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Adrian Sweeney,561,Male,1,Sales Executive,Married,52580,0.0
28,No,Travel_Rarely,Sales,2,4,Marketing,Julia Kline,562,Male,1,Sales Executive,Married,93550,0.0
35,No,Travel_Frequently,Research & Development,9,2,Other,Jennifer Molina,563,Female,1,Manufacturing Director,Divorced,104960,1.0
49,No,Travel_Rarely,Sales,2,2,Medical,Cole Taylor,564,Female,1,Sales Executive,Married,63800,6.0
34,No,Travel_Frequently,Sales,9,1,Technical Degree,Nicholas Hoover,565,Male,2,Sales Executive,Single,26570,2.0
29,No,Travel_Frequently,Research & Development,1,4,Medical,Yesenia Rojas,566,Male,3,Research Scientist,Divorced,27160,0.0
42,No,Travel_Rarely,Sales,21,2,Life Sciences,Allison Washington,567,Female,1,Healthcare Representative,Single,22010,4.0
29,No,Travel_Rarely,Sales,4,2,Other,Nathan Wilson,568,Female,2,Healthcare Representative,Married,65400,1.0
38,No,Travel_Rarely,Research & Development,1,3,Medical,Erin Roberts,569,Female,1,Human Resources,Married,38160,1.0
28,No,Travel_Frequently,Sales,6,4,Life Sciences,Shawn Patel,570,Male,1,Manager,Divorced,52530,1.0
18,Yes,Non-Travel,Research & Development,2,4,Medical,Oscar Green,571,Male,3,Laboratory Technician,Single,109650,1.0
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,Taylor Hamilton,572,Male,1,Sales Executive,Single,49360,0.0
41,No,Travel_Rarely,Research & Development,4,2,Medical,Yolanda Simmons,573,Male,2,Research Scientist,Married,25430,3.0
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,Todd Martin,574,Female,1,Research Director,Married,53040,1.0
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Nicole White,575,Male,3,Manufacturing Director,Divorced,166590,7.0
27,No,Travel_Rarely,Research & Development,6,2,Medical,Pamela Cook,576,Female,1,Healthcare Representative,Married,42600,1.0
34,No,Travel_Rarely,Sales,1,1,Marketing,Mrs. Christina Graham PhD,577,Female,2,Laboratory Technician,Married,24760,1.0
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Courtney Price,578,Female,3,Laboratory Technician,Single,31020,1.0
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,Henry White,579,Male,1,Sales Executive,Married,22440,1.0
40,No,Travel_Frequently,Research & Development,2,4,Medical,Stephanie Turner,580,Male,4,Human Resources,Single,75960,9.0
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,Roger Mclaughlin,581,Male,1,Laboratory Technician,Single,22850,0.0
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Amber Anderson,582,Male,4,Laboratory Technician,Single,30340,7.0
35,No,Travel_Rarely,Research & Development,5,3,Medical,Grace Walker,583,Male,1,Healthcare Representative,Married,57150,6.0
24,No,Travel_Rarely,Sales,7,4,Life Sciences,Crystal Reed,584,Female,1,Laboratory Technician,Single,25760,8.0
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Lisa Keller,585,Male,2,Sales Executive,Married,41970,1.0
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Nicholas Ross,586,Male,2,Sales Representative,Married,143360,1.0
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Jose Jackson,587,Female,1,Manufacturing Director,Married,34480,1.0
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,Jennifer Fuller,588,Male,2,Research Scientist,Married,194060,3.0
35,No,Travel_Rarely,Research & Development,18,5,Medical,Craig Kelley,589,Female,2,Research Scientist,Divorced,65380,2.0
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,Ashley Vargas,590,Male,1,Research Director,Single,43060,0.0
35,No,Travel_Frequently,Research & Development,3,3,Medical,Joe Choi,591,Female,2,Laboratory Technician,Married,22580,1.0
43,Yes,Travel_Rarely,Sales,5,3,Marketing,Duane Liu,592,Female,3,Research Scientist,Single,45220,8.0
32,No,Non-Travel,Research & Development,11,2,Other,Zachary Mckinney,593,Female,2,Research Scientist,Divorced,44870,1.0
56,No,Travel_Rarely,Research & Development,3,2,Other,Paige Larson,594,Male,2,Healthcare Representative,Divorced,44490,4.0
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,Daniel Hart,595,Male,1,Laboratory Technician,Married,22180,1.0
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Christopher Moon,596,Male,2,Laboratory Technician,Single,191970,1.0
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Patricia Bennett,597,Female,2,Sales Representative,Married,132120,4.0
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Hannah Hogan,598,Male,3,Research Scientist,Married,65770,1.0
20,No,Travel_Rarely,Research & Development,6,3,Medical,Jeff Sanders,599,Male,5,Research Director,Single,83920,1.0
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,Jorge Hansen,600,Male,3,Sales Executive,Single,45580,1.0
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Melissa Phillips,601,Male,1,Research Director,Divorced,40310,3.0
29,No,Travel_Rarely,Research & Development,23,3,Medical,Melanie Donovan,602,Male,1,Sales Executive,Married,79690,0.0
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,Bradley Smith,603,Male,1,Sales Representative,Married,26540,0.0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Morgan Munoz,604,Male,2,Research Scientist,Married,165550,8.0
44,No,Non-Travel,Research & Development,20,3,Life Sciences,Jonathan Brown,605,Male,1,Sales Representative,Single,45560,2.0
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Tina Lopez,606,Female,1,Manager,Married,60910,1.0
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,Amy Patel DDS,607,Male,2,Sales Representative,Divorced,195660,6.0
30,No,Travel_Rarely,Sales,20,3,Marketing,Lauren Aguirre,608,Male,3,Sales Executive,Divorced,48100,8.0
40,No,Travel_Frequently,Sales,9,3,Medical,Anna Miller,609,Male,1,Manufacturing Director,Married,45230,5.0
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,Richard Lewis,610,Female,2,Healthcare Representative,Married,32020,2.0
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Joseph Santiago,611,Male,2,Research Scientist,Married,23510,1.0
46,No,Travel_Rarely,Research & Development,8,4,Other,John Taylor,612,Male,3,Manager,Married,17020,5.0
35,No,Travel_Rarely,Sales,4,4,Marketing,Heather Lopez,613,Male,1,Laboratory Technician,Married,180410,3.0
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,Donald Macias,614,Male,3,Manufacturing Director,Married,28860,1.0
33,No,Travel_Frequently,Research & Development,9,2,Medical,Gary Rivera,615,Female,1,Sales Executive,Married,20970,1.0
36,No,Travel_Rarely,Research & Development,9,2,Medical,Ricardo Brown,616,Male,2,Sales Executive,Divorced,119350,1.0
30,No,Travel_Rarely,Sales,29,3,Marketing,Manuel Wong,617,Male,1,Sales Executive,Divorced,25460,1.0
44,No,Travel_Rarely,Research & Development,3,4,Medical,Lisa Johnson,618,Male,2,Research Scientist,Single,25640,1.0
20,No,Travel_Rarely,Research & Development,18,4,Medical,Natalie Brown,619,Male,1,Human Resources,Single,84120,1.0
46,No,Travel_Rarely,Sales,9,1,Medical,Sherri Mendoza,620,Female,1,Sales Executive,Divorced,141180,2.0
42,No,Non-Travel,Research & Development,5,4,Medical,Katherine Carey,621,Male,5,Sales Executive,Married,170460,7.0
60,No,Travel_Rarely,Sales,2,2,Life Sciences,Tyler Walker,622,Male,2,Sales Executive,Divorced,25640,0.0
32,No,Travel_Frequently,Sales,10,3,Life Sciences,Cynthia Williams,623,Female,1,Sales Executive,Married,102660,1.0
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Dennis Oneal,624,Female,2,Research Scientist,Single,50700,4.0
36,No,Travel_Rarely,Sales,3,2,Marketing,Aaron Price,625,Male,4,Healthcare Representative,Divorced,178610,2.0
33,No,Travel_Rarely,Sales,26,2,Marketing,Justin Hall,626,Male,1,Research Scientist,Married,42300,0.0
40,No,Travel_Rarely,Research & Development,1,3,Medical,Kathy Sherman,627,Female,2,Research Scientist,Divorced,37800,7.0
25,No,Travel_Rarely,Research & Development,6,2,Medical,Jason Kim,628,Female,1,Laboratory Technician,Single,27680,0.0
30,No,Travel_Rarely,Sales,9,3,Marketing,Christy Velazquez,629,Female,1,Research Scientist,Married,90710,0.0
42,No,Travel_Frequently,Human Resources,8,2,Medical,Edward Lane,630,Male,1,Sales Executive,Married,106480,3.0
35,No,Non-Travel,Research & Development,1,1,Life Sciences,George Watson,631,Male,2,Sales Executive,Married,136100,4.0
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Jose Hayden,632,Male,3,Manufacturing Director,Married,34080,1.0
54,No,Travel_Frequently,Research & Development,9,2,Medical,Heather Stephens,633,Male,2,Sales Representative,Divorced,29830,7.0
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,Amanda Tapia,634,Male,5,Laboratory Technician,Married,76320,1.0
19,Yes,Non-Travel,Sales,2,2,Other,Samantha Francis,635,Male,3,Healthcare Representative,Single,98240,1.0
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,Daisy Hayes,636,Male,1,Manufacturing Director,Divorced,99500,1.0
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Jon Nelson,637,Male,2,Sales Executive,Married,20930,3.0
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,Tim Rodriguez,638,Male,2,Laboratory Technician,Married,99800,1.0
31,No,Travel_Rarely,Sales,24,1,Marketing,Thomas Edwards,639,Female,1,Sales Executive,Single,38940,1.0
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,Sarah Aguilar,640,Male,1,Research Scientist,Single,40510,5.0
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Zachary Martinez,641,Male,3,Laboratory Technician,Married,168350,3.0
49,No,Travel_Rarely,Sales,14,4,Life Sciences,Madison Hickman,642,Male,2,Research Scientist,Married,62300,2.0
36,No,Travel_Frequently,Sales,5,2,Marketing,Heidi Williams,643,Female,1,Laboratory Technician,Married,47170,1.0
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,James Sloan,644,Female,2,Laboratory Technician,Single,132370,5.0
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Dean Greer,645,Male,2,Laboratory Technician,Divorced,37550,1.0
29,No,Travel_Rarely,Sales,17,4,Medical,Andrew Williams,646,Male,1,Laboratory Technician,Divorced,65820,1.0
48,No,Travel_Rarely,Sales,1,1,Marketing,Erika Fowler,647,Male,2,Manufacturing Director,Single,74060,6.0
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,Andrew Logan,648,Female,2,Healthcare Representative,Divorced,48050,
34,No,Travel_Rarely,Sales,9,4,Medical,Amy Mcclure,649,Female,2,Laboratory Technician,Married,27410,0.0
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Christina Jones,650,Female,1,Laboratory Technician,Married,42620,7.0
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Erica Kline,651,Female,2,Research Scientist,Divorced,161840,0.0
19,No,Travel_Rarely,Sales,2,4,Marketing,Ashley Blake,652,Male,3,Laboratory Technician,Single,115570,1.0
23,No,Travel_Rarely,Sales,2,3,Medical,Michelle Fields,653,Male,3,Laboratory Technician,Married,18780,1.0
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,Anna Davidson,654,Male,1,Manufacturing Director,Single,109320,1.0
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Yolanda Holloway,655,Male,2,Research Scientist,Single,68110,1.0
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,Loretta Carney,656,Male,2,Laboratory Technician,Single,43060,2.0
55,No,Non-Travel,Research & Development,27,3,Life Sciences,Maria Sims,657,Female,2,Manager,Divorced,48590,1.0
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,Mrs. Margaret Griffin,658,Female,4,Research Scientist,Single,53370,1.0
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Stephen Shepherd,659,Male,1,Manufacturing Director,Married,23400,2.0
34,No,Travel_Rarely,Sales,13,4,Medical,Catherine Anderson,660,Male,3,Sales Representative,Single,74910,0.0
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,Mrs. Bethany Lopez,661,Male,2,Research Director,Divorced,105270,4.0
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Robert Barber,662,Male,2,Research Scientist,Single,165950,6.0
34,No,Travel_Frequently,Sales,14,4,Medical,Nancy James,663,Female,3,Research Scientist,Divorced,88340,4.0
28,No,Travel_Frequently,Research & Development,2,3,Other,Stephen Jefferson,664,Female,1,Manager,Single,55770,0.0
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Julie Sanchez,665,Male,2,Research Scientist,Divorced,47070,1.0
34,No,Travel_Frequently,Sales,1,3,Life Sciences,William Pearson,666,Male,2,Sales Executive,Married,24000,4.0
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Jamie Cherry,667,Male,4,Healthcare Representative,Married,98240,0.0
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Natasha Ramirez,668,Female,1,Manager,Married,64470,6.0
43,No,Travel_Rarely,Research & Development,7,2,Medical,Kristin Mccarty,669,Female,1,Laboratory Technician,Single,195020,3.0
36,No,Travel_Rarely,Research & Development,2,4,Medical,Amy Johnston,670,Male,1,Healthcare Representative,Single,27250,9.0
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,John Owens,671,Female,2,Laboratory Technician,Married,62720,1.0
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Louis Chen,672,Female,2,Sales Representative,Married,21270,1.0
51,No,Travel_Frequently,Sales,21,4,Medical,Amber Berry,673,Male,2,Research Scientist,Single,182000,0.0
30,No,Non-Travel,Research & Development,2,4,Other,April Strickland,674,Male,1,Research Scientist,Single,20960,7.0
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,Jessica Harvey,675,Female,1,Sales Representative,Divorced,28860,3.0
28,No,Travel_Rarely,Sales,1,4,Life Sciences,Michael Moore,676,Female,2,Sales Representative,Single,20330,2.0
